16	4.58261e-06	5.002e-06	4.37866e-06	4.04852e-06
196	0.0002	0.000223756	0.000192769	0.000220522
576	0.0009065	0.000910667	0.0008955	0.000889333
1156	0.0024398	0.0022796	0.0023094	0.0023182
1936	0.0071965	0.006468	0.006583	0.0066995
2916	0.01671	0.012669	0.012726	0.012921
2916	0.019772	0.014644	0.014864	0.014978
5476	0.054374	0.044044	0.044748	0.044982
7056	0.086168	0.070042	0.070996	0.070744
8836	0.143178	0.113316	0.112889	0.113868
10816	0.212365	0.167544	0.171216	0.169955
